Time_on_site,Pages_viewed,Clicked_ad,Cart_value,Referral,Browser_Refresh_Rate,Last_Ad_Seen,Purchase,ID,Date_Accessed
0.5,0.58,1,13.52,Google,151.89,D,0,186,2025-04-20
5.9,12.99,0,62.18,Google,133.78,D,0,90,2025-03-13
5.09,11.53,0,42.51,Google,66.54,C,0,96,2025-04-26
2.4,5.73,1,76.41,Google,106.9,C,0,202,2025-06-08
6.45,12.09,1,121.61,Instagram,81.54,C,0,290,2025-06-08
2.36,6.64,0,30.95,Google,110.02,A,0,59,2025-01-20
0.5,1.01,1,84.44,Google,-8.38,A,0,211,2025-01-30
5.27,12.89,1,33.88,Google,45.99,A,0,239,2025-04-11
7.73,17.9,1,75.28,Instagram,122.96,B,1,277,2025-07-18
6.71,15.33,1,18.6,Google,131.05,D,1,121,2025-04-14
2.89,7.59,1,36.83,Facebook,85.44,B,0,146,2025-07-24
0.65,0.97,0,58.54,Direct,127.61,B,0,292,2025-01-20
4.85,13.61,0,79.78,Facebook,85.72,B,0,117,2025-03-07
8.69,24.85,0,45.2,Google,136.51,C,1,230,2025-05-10
7.47,15.77,0,118.7,Instagram,183.02,B,1,242,2025-07-23
6.27,16.69,0,41.95,Instagram,81.32,D,0,242,2025-07-25
2.76,7.25,1,103.06,Instagram,65.05,D,0,250,2025-02-06
2.08,4.27,1,170.65,Facebook,172.54,A,0,159,2025-06-29
6.72,14.81,0,10.0,Google,134.98,A,0,241,2025-05-11
1.4,2.23,1,60.94,Google,130.72,C,1,231,2025-06-04
9.91,29.77,1,31.92,Google,42.83,B,1,129,2025-06-16
7.29,18.11,1,20.07,Facebook,95.01,B,1,71,2025-02-14
2.72,5.43,0,70.34,Facebook,105.97,B,0,42,2025-07-29
4.73,13.46,0,51.67,Facebook,203.56,B,0,99,2025-05-12
1.02,2.37,0,56.99,Facebook,60.41,A,1,68,2025-04-19
4.18,9.31,1,47.78,Direct,-17.24,B,0,198,2025-07-09
8.13,18.16,0,10.0,Instagram,141.2,B,1,238,2025-02-24
9.62,27.54,0,21.26,Facebook,29.26,C,1,125,2025-05-11
6.72,14.98,1,135.01,Facebook,114.09,A,1,114,2025-02-10
0.5,1.47,0,10.0,Direct,117.64,B,0,260,2025-05-21
6.21,13.39,0,124.07,Instagram,49.33,B,1,171,2025-07-20
6.23,14.07,0,10.0,Instagram,103.45,D,0,10,2025-04-08
3.95,11.32,0,10.0,Instagram,54.73,A,0,283,2025-03-08
7.27,17.78,0,10.0,Direct,123.5,C,1,293,2025-03-07
2.05,5.56,1,62.98,Facebook,75.19,C,0,232,2025-05-04
6.67,12.84,0,19.8,Instagram,-10.44,D,0,26,2025-04-16
4.71,14.57,0,51.94,Instagram,118.67,C,0,169,2025-04-24
6.28,19.41,0,10.0,Instagram,25.09,A,1,277,2025-07-05
10.0,20.17,0,15.92,Facebook,107.06,A,1,228,2025-02-04
5.86,12.41,0,10.0,Google,39.34,B,0,137,2025-02-12
3.81,7.58,1,66.25,Google,111.55,C,1,134,2025-05-11
2.7,5.92,0,86.03,Direct,107.6,A,0,56,2025-03-29
4.31,12.41,0,58.65,Google,121.43,C,0,210,2025-01-15
5.05,13.45,1,26.78,Direct,74.71,C,0,66,2025-06-25
3.61,6.43,1,104.54,Facebook,100.61,C,0,14,2025-04-04
9.85,29.75,0,89.95,Google,101.44,A,0,64,2025-07-12
6.44,16.84,1,10.0,Instagram,168.68,D,1,265,2025-03-12
4.01,12.26,0,47.93,Google,136.25,B,0,72,2025-07-09
8.53,22.83,1,10.0,Facebook,-6.83,C,1,158,2025-01-21
0.84,2.34,0,152.24,Google,92.85,B,0,184,2025-04-08
8.3,17.85,1,12.9,Google,38.98,C,1,244,2025-04-09
8.15,25.14,0,10.0,Facebook,142.29,A,0,72,2025-02-21
10.0,27.12,1,13.92,Instagram,37.58,B,0,147,2025-05-01
5.48,6.13,0,31.69,Facebook,54.46,B,0,234,2025-02-19
7.82,17.76,0,33.24,Facebook,71.75,D,0,45,2025-02-26
6.18,15.33,0,25.62,Direct,-38.79,C,0,236,2025-01-20
6.55,18.74,0,246.86,Direct,99.31,B,1,274,2025-04-23
2.51,6.39,0,62.91,Google,168.02,A,0,184,2025-05-15
8.76,25.16,1,28.39,Google,89.34,C,1,237,2025-01-14
5.85,11.81,0,10.0,Direct,148.51,B,0,92,2025-02-03
1.85,4.07,0,15.21,Google,75.69,A,0,265,2025-02-27
4.74,10.82,0,11.71,Facebook,46.44,D,0,153,2025-03-18
0.5,1.36,0,10.0,Direct,98.37,D,0,224,2025-07-01
0.61,1.47,0,19.19,Direct,123.68,D,0,290,2025-04-01
2.63,5.1,0,25.96,Direct,114.3,C,0,207,2025-04-03
6.81,15.73,0,99.74,Google,110.39,D,1,68,2025-05-24
8.24,21.14,0,27.37,Google,129.37,D,0,238,2025-03-14
2.82,5.25,1,17.62,Google,109.1,C,0,230,2025-03-29
4.1,9.68,0,14.03,Direct,63.06,B,0,52,2025-07-10
5.48,11.99,0,46.83,Google,72.76,C,0,291,2025-03-24
4.83,13.28,1,28.44,Google,80.97,A,1,192,2025-01-20
5.49,12.48,0,167.19,Facebook,115.37,D,0,234,2025-05-12
1.96,4.68,0,148.21,Direct,186.14,C,1,203,2025-06-30
6.37,16.04,0,10.0,Google,57.96,B,1,163,2025-02-18
4.48,11.53,0,28.67,Direct,169.49,B,0,204,2025-06-09
3.86,10.26,0,10.0,Google,80.26,D,0,128,2025-04-06
6.58,14.69,0,23.17,Direct,131.89,C,0,258,2025-04-04
5.65,13.07,0,63.29,Direct,133.94,B,0,167,2025-03-04
6.15,17.06,0,27.31,Facebook,84.63,B,1,162,2025-06-24
4.55,12.53,0,67.12,Facebook,152.41,C,0,277,2025-07-23
8.69,25.57,0,170.3,Google,71.97,B,1,247,2025-01-02
4.18,9.21,0,43.82,Direct,146.4,C,0,121,2025-01-01
8.45,20.93,0,10.0,Facebook,7.11,D,0,210,2025-07-07
4.24,11.88,1,16.19,Facebook,179.76,D,0,278,2025-02-06
6.7,15.04,0,144.24,Instagram,149.69,D,1,231,2025-04-06
2.44,7.63,0,10.0,Instagram,173.6,A,1,289,2025-03-18
0.5,1.0,0,69.06,Facebook,40.1,B,0,22,2025-03-10
7.41,17.63,0,47.9,Google,65.32,B,1,162,2025-03-30
3.95,8.75,1,109.94,Google,93.49,B,0,147,2025-03-22
7.02,22.37,1,53.69,Google,76.68,A,1,27,2025-05-09
8.45,15.36,1,42.28,Instagram,125.14,A,1,273,2025-05-15
3.13,7.86,0,11.12,Facebook,20.44,D,0,58,2025-07-24
3.48,10.4,1,10.0,Direct,156.64,A,0,145,2025-07-25
5.35,12.25,0,16.29,Google,108.84,D,0,163,2025-04-17
4.39,12.05,1,43.86,Google,145.44,D,0,5,2025-07-08
5.27,10.58,0,12.57,Facebook,34.18,B,0,131,2025-04-17
7.31,25.4,0,10.64,Google,127.7,A,1,191,2025-01-29
2.6,7.16,0,15.98,Google,133.85,D,0,25,2025-06-27
4.75,12.32,1,19.02,Facebook,92.39,D,1,55,2025-05-28
8.11,24.79,0,106.2,Instagram,70.55,D,1,49,2025-01-31
7.31,19.46,0,102.23,Google,100.24,D,0,231,2025-02-14
7.39,26.87,0,10.0,Direct,29.42,B,0,79,2025-07-07
3.39,7.34,0,39.02,Google,131.78,B,0,49,2025-06-17
5.38,11.78,1,82.79,Direct,83.56,A,0,19,2025-03-17
6.39,12.09,0,153.7,Facebook,57.3,D,0,194,2025-04-21
6.19,11.41,0,51.96,Instagram,36.45,A,0,121,2025-05-13
3.5,9.47,0,30.72,Google,104.54,A,0,194,2025-04-15
7.84,22.54,0,11.94,Instagram,31.93,C,0,159,2025-07-24
6.87,16.52,0,143.26,Google,102.55,D,1,10,2025-07-07
2.27,6.54,0,69.2,Google,108.02,A,0,21,2025-01-21
6.87,11.73,0,60.26,Google,92.09,B,0,138,2025-07-11
8.52,20.62,0,166.37,Instagram,96.22,B,1,174,2025-06-20
4.09,12.89,1,30.91,Instagram,88.69,D,0,117,2025-02-10
4.79,11.52,0,143.2,Instagram,96.44,B,0,119,2025-06-04
8.53,32.36,1,127.01,Direct,197.58,C,1,236,2025-02-11
1.35,4.07,0,31.32,Facebook,161.59,A,0,127,2025-05-16
1.4,2.65,0,13.41,Google,150.15,A,0,110,2025-01-05
6.87,16.12,0,10.57,Direct,94.03,C,0,254,2025-04-17
4.13,8.66,0,12.48,Instagram,63.81,A,0,211,2025-05-28
0.86,1.54,0,67.78,Direct,110.22,B,0,150,2025-06-18
0.51,1.33,0,109.83,Facebook,196.67,D,0,145,2025-02-03
6.21,18.01,0,181.33,Direct,102.17,B,0,35,2025-05-26
9.18,21.36,0,21.65,Direct,132.3,A,0,192,2025-05-20
3.43,9.02,1,29.25,Facebook,105.73,D,0,79,2025-02-03
3.27,9.96,0,136.81,Google,162.28,D,0,100,2025-03-03
3.78,10.1,0,10.57,Facebook,148.74,C,0,298,2025-06-27
3.76,9.38,1,290.99,Direct,111.55,C,1,108,2025-05-07
7.3,18.27,0,63.93,Facebook,66.05,C,1,47,2025-01-04
0.5,1.3,0,29.45,Instagram,159.97,B,0,232,2025-01-26
5.67,16.48,0,50.3,Facebook,203.87,C,1,32,2025-04-08
9.56,24.91,1,68.86,Google,65.11,B,1,144,2025-05-21
6.78,24.35,1,33.29,Facebook,232.72,D,1,112,2025-02-18
4.73,13.48,0,10.0,Google,171.04,C,0,144,2025-05-06
6.02,13.81,0,52.14,Google,14.62,D,0,97,2025-01-02
7.69,18.78,0,127.66,Google,109.86,C,0,113,2025-02-25
3.38,11.13,1,10.0,Instagram,103.37,A,1,86,2025-04-18
1.16,2.48,0,41.73,Facebook,126.57,B,0,143,2025-06-30
6.18,11.37,0,88.48,Facebook,126.82,B,0,252,2025-01-02
6.46,15.92,0,10.0,Instagram,45.41,D,1,226,2025-05-31
3.03,5.84,0,10.0,Direct,109.99,A,0,255,2025-03-03
5.67,17.05,0,60.54,Instagram,95.9,D,0,208,2025-04-12
2.79,5.69,1,56.64,Instagram,117.55,C,0,10,2025-02-22
9.81,24.67,0,16.8,Google,182.35,A,1,22,2025-03-15
1.98,4.77,0,10.0,Google,52.14,B,0,129,2025-01-20
5.11,7.69,1,64.63,Facebook,32.66,C,0,294,2025-03-08
6.45,20.26,1,34.2,Facebook,182.22,A,1,181,2025-03-14
4.79,12.48,0,62.53,Facebook,82.3,D,0,251,2025-02-04
4.38,10.85,0,40.14,Instagram,157.66,C,0,272,2025-01-11
10.0,28.42,1,10.0,Direct,165.18,D,1,116,2025-04-05
7.37,13.0,1,99.27,Google,-8.07,C,1,66,2025-04-14
0.5,1.33,1,39.04,Google,95.58,C,1,186,2025-01-17
7.87,15.28,1,14.98,Direct,55.96,B,1,65,2025-05-24
6.1,11.01,1,69.02,Direct,86.43,B,0,284,2025-06-27
3.02,6.8,1,49.17,Google,98.16,D,0,102,2025-03-24
0.5,1.19,0,47.03,Instagram,205.66,B,0,184,2025-06-11
7.4,24.6,1,10.0,Instagram,139.93,B,0,96,2025-01-30
9.1,24.66,0,37.57,Direct,74.29,A,0,224,2025-02-24
1.92,4.58,1,33.9,Google,128.58,B,0,197,2025-01-02
3.32,8.51,0,75.55,Instagram,127.32,A,0,64,2025-07-01
5.39,17.53,0,20.38,Google,87.09,A,1,194,2025-03-16
5.49,13.08,1,15.11,Direct,122.08,B,0,180,2025-03-20
5.49,9.95,0,33.94,Facebook,40.16,A,0,158,2025-07-29
5.56,13.69,0,17.36,Facebook,96.66,D,0,61,2025-01-07
2.74,8.2,1,51.96,Facebook,33.63,D,0,116,2025-01-29
4.39,14.96,0,26.15,Facebook,148.76,A,0,142,2025-03-12
2.83,8.21,0,33.85,Google,115.83,A,0,291,2025-02-09
6.42,14.53,1,46.03,Instagram,25.77,D,1,220,2025-06-11
5.41,13.4,1,102.06,Google,172.44,A,1,35,2025-04-01
7.24,12.84,0,69.03,Direct,72.16,A,0,233,2025-03-11
3.58,7.03,0,13.13,Facebook,63.31,A,0,53,2025-05-04
1.35,3.87,0,25.43,Facebook,64.96,B,0,117,2025-04-28
2.17,4.58,0,47.1,Instagram,70.03,D,0,93,2025-02-12
4.32,14.3,0,117.45,Direct,110.47,A,0,121,2025-03-02
3.58,7.89,1,27.4,Facebook,62.18,B,1,265,2025-02-22
9.35,20.75,1,106.59,Google,140.05,D,1,13,2025-01-23
4.62,11.79,1,10.0,Google,102.88,A,0,262,2025-04-20
4.4,11.52,0,23.82,Google,-21.42,A,0,5,2025-03-05
4.84,10.31,0,222.49,Google,90.32,D,0,255,2025-07-22
1.76,3.16,0,63.24,Direct,78.5,A,0,91,2025-02-16
3.59,12.16,0,10.0,Instagram,82.4,C,0,172,2025-07-18
5.67,14.82,1,108.44,Direct,77.21,C,1,108,2025-05-23
8.65,33.53,1,29.1,Facebook,59.97,A,1,262,2025-01-30
3.96,11.21,0,10.33,Google,131.08,D,0,215,2025-04-14
2.8,8.69,0,127.49,Instagram,105.4,C,0,109,2025-01-24
2.79,5.82,0,29.24,Instagram,18.11,C,0,266,2025-06-14
2.25,5.09,1,58.33,Google,114.46,D,0,175,2025-01-19
5.78,14.31,0,28.52,Google,111.54,D,0,245,2025-04-24
0.5,1.17,1,121.94,Google,90.2,B,1,273,2025-06-21
8.61,20.13,0,46.04,Google,37.45,C,0,102,2025-02-03
0.5,1.17,1,54.53,Direct,31.11,D,1,156,2025-05-21
5.55,13.38,0,60.73,Google,121.1,B,0,289,2025-04-11
8.49,23.09,0,105.63,Facebook,48.21,D,0,230,2025-01-26
5.61,11.08,0,100.92,Facebook,111.21,A,1,244,2025-07-07
5.31,12.29,0,119.64,Google,197.23,C,1,89,2025-05-27
6.48,18.93,0,10.0,Google,85.51,A,0,176,2025-05-18
3.52,10.22,0,15.89,Facebook,151.44,D,0,231,2025-03-04
2.0,4.17,0,18.11,Instagram,200.24,D,0,129,2025-07-05
5.06,16.28,0,30.32,Facebook,-26.08,B,0,91,2025-06-02
4.43,13.78,0,44.85,Google,93.73,D,0,111,2025-02-19
1.47,3.43,0,145.94,Instagram,48.84,B,0,161,2025-05-13
7.07,21.0,0,10.07,Instagram,141.63,C,1,39,2025-02-18
6.62,12.86,0,48.38,Facebook,94.62,B,0,45,2025-02-18
2.28,6.24,0,10.0,Google,104.59,A,0,68,2025-04-27
0.5,0.88,0,35.87,Facebook,147.2,C,0,246,2025-01-04
4.39,12.2,1,12.32,Facebook,170.97,B,0,225,2025-05-12
7.05,15.98,0,115.99,Direct,185.23,D,1,261,2025-01-20
5.19,14.17,0,37.02,Google,70.51,C,0,227,2025-06-22
4.91,13.72,0,10.0,Instagram,49.84,C,0,63,2025-06-02
3.77,8.54,1,98.08,Google,29.0,B,0,98,2025-07-19
5.4,10.8,0,10.0,Instagram,146.5,C,0,252,2025-02-10
7.75,20.84,0,21.01,Google,130.03,B,1,46,2025-01-28
3.37,6.25,0,107.22,Google,148.14,D,0,162,2025-04-25
1.35,3.66,0,10.0,Instagram,141.13,D,0,114,2025-06-28
6.25,14.65,0,39.5,Facebook,-11.41,D,0,263,2025-06-19
2.44,5.0,1,16.51,Instagram,109.82,C,0,58,2025-01-19
1.32,2.56,0,10.0,Google,153.17,A,0,213,2025-06-09
6.97,15.46,0,23.5,Google,87.37,C,0,259,2025-07-06
5.98,16.57,0,10.0,Direct,97.57,C,0,193,2025-07-18
2.52,4.87,0,10.0,Direct,53.42,A,0,260,2025-05-05
7.13,19.09,1,42.74,Instagram,105.33,C,1,283,2025-02-19
4.33,12.33,0,54.26,Google,115.05,B,0,23,2025-06-10
8.32,16.59,1,26.22,Instagram,178.5,D,1,52,2025-07-03
2.6,6.49,1,20.34,Direct,21.09,B,0,63,2025-07-23
3.7,7.31,0,78.37,Google,137.95,D,0,239,2025-06-04
4.62,12.98,1,22.46,Instagram,43.35,D,0,189,2025-04-28
4.46,12.26,0,19.53,Facebook,104.85,D,0,107,2025-04-10
5.22,12.77,1,51.95,Google,144.38,B,0,4,2025-02-21
6.39,17.69,1,170.56,Facebook,150.72,C,1,224,2025-03-31
4.46,9.34,0,10.0,Google,199.29,D,0,275,2025-03-10
10.0,34.13,0,85.23,Google,190.08,D,0,160,2025-07-02
5.38,13.44,0,10.0,Instagram,94.54,C,0,142,2025-04-01
4.87,15.85,1,23.75,Facebook,103.65,A,0,5,2025-07-30
3.97,10.46,1,134.98,Instagram,148.18,B,1,286,2025-01-26
9.76,17.99,1,67.95,Direct,134.19,D,0,10,2025-06-14
5.1,15.07,0,112.89,Facebook,66.36,A,0,137,2025-07-03
3.82,7.0,0,19.2,Google,65.36,C,0,256,2025-01-18
3.47,6.15,1,60.9,Direct,121.62,C,0,284,2025-06-19
4.49,11.36,1,49.76,Google,208.05,B,1,176,2025-04-01
4.14,11.0,1,11.71,Facebook,48.04,B,0,188,2025-02-02
0.5,1.39,1,83.97,Facebook,40.05,C,0,6,2025-07-01
4.86,14.73,0,20.01,Instagram,28.27,A,0,211,2025-07-24
5.88,14.27,0,10.0,Google,35.81,A,0,79,2025-07-15
6.57,16.49,0,130.99,Google,66.0,A,1,63,2025-06-06
8.4,17.89,0,12.67,Facebook,199.63,D,0,68,2025-01-10
9.55,28.64,1,22.23,Google,127.99,C,1,268,2025-02-17
9.9,36.9,0,31.53,Google,252.03,B,1,186,2025-04-29
6.2,15.39,0,33.7,Instagram,71.26,A,0,111,2025-01-24
2.33,6.26,0,17.55,Instagram,55.83,D,0,74,2025-01-03
7.16,11.6,0,97.91,Google,169.9,D,1,250,2025-06-23
5.94,15.8,1,127.5,Direct,130.64,D,1,81,2025-01-02
5.88,12.37,0,10.0,Instagram,134.68,A,0,10,2025-06-22
2.6,7.62,0,10.0,Instagram,99.66,D,0,54,2025-06-16
2.33,5.61,1,50.54,Google,158.09,B,0,214,2025-02-12
5.17,17.63,1,199.58,Instagram,125.72,A,1,3,2025-06-29
5.07,14.54,1,29.29,Direct,170.36,B,0,67,2025-07-26
6.54,13.69,1,18.03,Direct,125.7,A,1,140,2025-06-03
3.83,9.14,0,124.59,Facebook,133.89,B,0,176,2025-04-18
7.55,16.87,0,10.84,Facebook,108.15,A,1,175,2025-05-10
5.54,17.99,1,36.03,Google,14.4,C,0,249,2025-02-06
4.73,13.4,0,10.0,Google,47.85,B,0,190,2025-07-25
2.32,5.81,1,24.87,Google,65.37,D,0,263,2025-06-11
6.76,13.6,0,21.42,Facebook,92.84,A,0,170,2025-01-12
3.78,10.62,0,50.71,Google,148.14,A,0,45,2025-01-10
3.84,8.17,1,30.11,Instagram,43.91,C,0,180,2025-06-25
4.3,10.24,0,145.32,Google,132.46,B,0,81,2025-07-05
